idnum,age,cohort,sex,race,sexornt,born,sibs,agekdbrn,childs,chldidel,marital,martype,educ,degree,majorcol,othlang,dwelling,dwelown,hompop,income16,rincom16,prestg10,papres10,mapres10,sppres10,sei10,pasei10,masei10,spsei10,region,parborn,paeduc,maeduc,speduc,zodiac,relig,attend,reliten,postlife,pray,relig16,sprel,prayer,bible,god,relpersn,sprtprsn,happy,hapmar,health,life,rushed,bored,evbrkdwn,lotr1,lotr2,lotr3,lotr4,lotr5,lotr6,hope1,hope2,hope3,hope4,hope5,hope6,res16,reg16,mobile16,family16,famdif16,partyid,polviews,polint,colath,colrac,colcom,colmil,colhomo,colmslm,cappun,gunlaw,courts,grass,aged,raclive,affrmact,marblk,marasian,marhisp,trust,confinan,conbus,conclerg,coneduc,confed,conlabor,conpress,conmedic,contv,conjudge,consci,conlegis,conarmy,abdefect,abnomore,abhlth,abpoor,abrape,absingle,abany,pillok,sexeduc,divlaw,premarsx,teensex,xmarsex,homosex,pornlaw,xmovie,spanking,polhitok,polabuse,polmurdr,polescap,polattak,fechld,fefam,meovrwrk,marhomo,taxrich,taxmid,taxpoor,letin1,spenviro,sphlth,sppolice,spschool,sparms,spretire,spunemp,sparts,socrel,socommun,socfrend,socbar,wrkstat,wrkslf,spwrksta,satjob,worryjob,stresswk,vetyears,class,satfin,finrela,getahead,parsol,fear,owngun,rowngun,hunt,news,tvhours,compuse,emailmin,emailhr,wwwhr,wwwmin,newsfrom,scifrom,astrosci,intintl,intenvir,partners,frndsex,acqntsex,pikupsex,paidsex,othersex,sexsex,sexfreq,numwomen,nummen,partnrs5,sexsex5,evpaidsx,evstray,intuse,intmbile,intrecnt,twitter,facebook,instagrm,linkedin,snapchat,tumblr,whatsapp,googlesn,pinterst,flickr,vine,clssmtes,snsmoth1,wtss,wtssnr,wtssall
1680,66,1950,1,1,3,1,2,0,0,-1,5,0,20,4,0,2,2,0,1,23,11,74,40,0,0,84.5,38.2999992370605,0,0,5,0,12,12,97,6,4,0,4,2,6,1,0,0,3,1,4,4,2,0,3,2,3,0,2,2,3,4,2,2,4,5,2,6,7,6,7,3,3,3,1,0,2,4,0,4,5,5,4,4,5,1,2,1,1,3,2,0,0,0,0,1,2,2,3,1,2,2,3,1,3,1,1,3,2,1,1,1,1,1,1,1,0,0,0,0,0,2,4,2,2,0,1,2,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,3,0,3,1,4,1,1,2,1,1,4,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,.478496760129929,.511277616024017,.478496760129929
1681,60,1956,1,1,3,1,4,17,1,1,1,1,10,0,0,2,2,1,2,15,4,28,35,0,47,25.2000007629395,43.9000015258789,0,38.7999992370605,5,0,6,10,12,7,1,0,2,1,2,1,98,2,2,9,2,2,1,1,0,0,0,0,2,5,5,5,2,2,4,1,2,2,5,5,5,9,5,1,1,0,4,1,4,0,0,0,0,0,0,1,0,3,1,1,1,4,2,2,2,2,2,3,3,3,3,2,3,3,3,3,2,3,2,0,0,0,0,0,0,0,2,1,3,4,1,0,0,2,2,3,1,2,2,1,1,4,3,1,0,8,2,2,5,3,2,2,2,1,1,2,3,7,7,7,7,2,1,7,1,0,0,0,1,3,2,0,1,0,0,0,0,1,6,2,0,0,-1,-1,5,5,2,3,1,9,9,9,9,9,9,3,9,999,0,1,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.956993520259857,1.02255523204803,.956993520259857
1682,31,1985,2,1,0,1,2,0,0,8,5,0,15,2,49,1,2,2,2,11,5,46,74,55,44,60.0999984741211,84.5,61.4000015258789,28.7000007629395,5,0,20,12,97,1,4,0,4,8,6,4,0,1,3,2,4,3,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,1,0,2,1,2,4,5,5,4,4,5,2,2,1,0,0,8,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,4,4,2,4,0,0,4,0,0,0,0,0,1,4,1,1,5,2,1,3,1,1,4,1,4,1,2,2,5,7,5,6,2,1,0,9,0,0,0,2,3,2,2,0,1,2,0,4,2,2,1,0,1,50,0,3,3,3,2,1,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.956993520259857,1.02255523204803,.956993520259857
1683,68,1948,2,1,0,1,2,35,2,8,1,1,16,3,19,2,2,1,2,25,19,59,46,0,39,75.5,60.2000007629395,0,67.6999969482422,5,0,12,12,18,4,1,7,2,1,1,2,1,2,2,6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,1,0,6,6,4,4,4,5,4,4,4,2,1,3,0,0,2,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,9,1,2,4,2,1,9,0,0,2,0,0,0,0,0,1,4,2,9,3,3,3,4,3,3,9,3,2,3,3,3,5,7,5,6,5,2,1,0,0,0,0,3,1,3,1,0,2,2,0,4,3,2,1,0,2,2,0,5,5,2,2,2,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.956993520259857,1.02255523204803,.956993520259857
1684,66,1950,1,1,3,1,5,20,2,-1,1,1,10,0,0,2,2,0,2,27,0,46,0,44,38,51.9000015258789,0,50.0999984741211,43,5,0,97,12,12,4,1,8,1,1,1,1,1,0,1,6,1,1,1,1,3,2,1,0,2,4,5,5,5,5,4,8,6,8,8,8,7,1,5,2,5,1,3,8,0,5,5,4,5,5,5,1,1,2,2,2,2,0,0,0,0,1,2,8,8,1,2,8,2,1,3,8,8,2,2,2,2,8,2,8,2,2,0,0,0,0,0,1,1,1,2,0,1,2,2,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,5,0,0,4,0,2,1,4,1,1,2,1,1,4,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,99,9,9,9,9,9,9,9,999,999,99,9,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.956993520259857,1.02255523204803,.956993520259857
1685,38,1978,1,1,3,1,1,32,1,2,4,0,17,3,46,2,3,2,2,17,17,55,50,69,0,77.1999969482422,68.5999984741211,46.5999984741211,0,5,0,12,14,97,9,1,5,2,1,2,1,0,1,2,5,2,2,2,0,0,0,0,0,1,4,2,4,2,2,4,7,8,7,6,6,7,3,5,1,1,0,4,5,2,0,0,0,0,0,0,2,0,2,1,2,1,3,2,2,2,1,2,2,2,3,2,2,3,2,2,2,2,2,2,0,0,0,0,0,0,0,2,1,1,3,2,0,0,2,2,3,1,2,2,1,1,2,3,2,0,3,2,3,3,3,2,3,3,4,4,4,3,2,4,3,5,1,2,0,1,0,0,0,2,2,3,0,1,0,0,0,0,2,2,1,0,2,12,0,3,2,3,2,2,1,0,0,0,0,0,3,5,7,0,2,3,2,2,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,.478496760129929,.511277616024017,.478496760129929
1686,81,1935,1,1,0,1,9,21,6,2,3,0,12,1,0,2,1,1,1,14,8,37,40,0,0,18.6000003814697,42.2000007629395,0,0,5,0,98,98,97,10,1,8,1,1,3,1,0,2,1,6,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,1,0,6,7,1,5,5,4,5,5,5,1,2,2,0,0,1,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,9,2,2,2,2,4,2,2,1,1,1,1,0,0,2,0,0,0,0,0,4,1,5,5,2,3,2,5,4,1,1,4,1,2,3,4,1,2,5,7,2,1,0,9,0,0,0,3,1,3,1,0,1,1,1,4,5,4,2,-1,-1,-1,-1,5,5,3,1,2,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.478496760129929,.511277616024017,.478496760129929
1687,56,1960,2,1,3,1,1,33,1,-1,1,1,12,1,0,2,2,0,3,22,16,59,35,32,37,75.5,25,13.1999998092651,33.2000007629395,5,0,6,11,12,5,1,4,2,1,2,1,98,0,1,6,2,1,2,2,2,2,1,3,2,4,4,2,2,2,4,5,2,6,7,6,2,3,5,1,1,0,3,6,0,4,4,5,4,4,9,2,2,2,2,1,2,0,0,0,0,2,2,2,2,1,3,2,3,2,3,3,8,3,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,2,0,1,1,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,0,0,2,1,3,1,1,2,1,2,2,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,1,5,0,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1.43549025058746,1.53383278846741,1.43549025058746
1688,42,1974,1,1,3,1,1,28,1,1,3,0,12,1,0,2,1,1,2,16,16,28,50,42,0,25.2000007629395,46.5,26.5,0,5,0,9,12,97,5,1,2,1,1,2,4,0,2,1,6,2,3,2,0,0,0,0,0,0,4,3,4,3,2,3,8,6,5,7,4,6,2,5,1,1,0,3,4,4,0,0,0,0,0,0,1,0,2,1,1,1,1,3,3,3,2,3,1,2,2,2,3,1,2,3,2,1,2,1,0,0,0,0,0,0,0,2,1,1,4,1,0,0,1,2,2,1,2,2,1,1,1,3,1,0,4,2,1,5,4,3,4,3,5,2,4,5,4,2,1,2,1,2,0,2,0,0,0,2,2,2,0,3,0,0,0,0,4,5,2,30,1,4,0,10,5,2,3,2,2,1,1,2,2,2,3,6,5,0,3,3,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,.956993520259857,1.02255523204803,.956993520259857
1689,73,1943,2,1,3,1,3,22,2,3,2,0,13,1,0,2,2,1,1,19,0,47,38,35,0,38.7999992370605,43,43.9000015258789,0,5,0,7,7,97,3,1,8,1,1,2,1,0,2,1,6,1,1,2,0,0,0,0,0,1,4,3,4,2,2,4,5,6,7,7,6,6,3,5,1,1,0,6,6,4,0,0,0,0,0,0,1,0,8,2,2,1,3,4,3,3,1,2,2,2,2,3,3,2,2,3,3,2,3,1,0,0,0,0,0,0,0,3,2,2,1,1,0,0,1,2,2,1,2,2,1,1,2,3,2,0,8,3,3,3,3,2,2,2,2,3,3,3,2,6,2,7,5,2,0,0,0,0,0,3,1,3,0,3,0,0,0,0,1,4,1,0,2,6,0,5,5,8,2,2,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.478496760129929,.511277616024017,.478496760129929
1690,24,1992,2,2,3,1,0,0,0,-1,5,0,12,1,0,2,6,0,2,13,0,21,0,31,0,14,0,31.8999996185303,0,5,0,97,12,97,5,1,5,2,1,2,1,0,0,1,6,4,3,3,0,3,3,1,1,2,1,1,1,3,4,5,3,8,6,2,8,3,3,5,1,5,5,2,4,0,4,4,5,4,4,5,8,1,1,1,2,1,0,0,0,0,2,1,3,1,1,1,2,2,1,3,1,3,3,2,1,1,1,1,1,1,1,0,0,0,0,0,1,2,2,1,0,1,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,3,0,0,1,3,2,1,8,1,2,0,4,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,5,1,1,1,2,2,1,3,0,75,7,1,2,3,1,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,.956993520259857,.941180050373077,.956993520259857
1691,26,1990,2,1,0,1,3,0,0,3,5,0,16,1,0,1,2,2,1,21,0,52,55,64,0,82.4000015258789,61.4000015258789,82.5,0,5,0,14,18,97,10,6,0,2,1,3,1,0,2,3,3,3,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,3,2,6,6,3,4,5,5,4,4,5,1,2,2,0,0,1,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,2,2,1,1,1,4,1,1,4,0,0,1,0,0,0,0,0,1,4,4,1,3,2,4,4,4,4,2,1,1,3,5,5,2,7,7,4,1,2,0,2,0,0,0,3,2,4,1,0,2,2,0,1,4,2,1,0,35,90,0,3,3,3,2,2,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.478496760129929,.470590025186539,.478496760129929
1692,50,1966,2,2,0,1,9,25,2,2,3,0,16,3,9,2,2,1,2,19,17,46,0,0,0,52,0,0,0,5,0,97,10,97,11,1,8,1,1,1,1,0,2,1,6,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,5,1,3,4,4,5,5,5,4,4,5,2,1,2,0,0,1,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,2,1,3,1,3,3,1,1,1,0,0,2,0,0,0,0,0,1,3,3,3,4,2,2,3,3,2,3,2,2,2,2,3,1,3,1,7,1,2,0,9,0,0,3,2,2,4,2,0,2,2,0,4,4,3,1,0,8,2,30,3,3,3,2,2,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.478496760129929,.470590025186539,.478496760129929
1693,19,1997,2,2,2,1,1,0,0,-1,5,0,14,2,0,1,2,0,2,9,0,0,35,48,0,0,43.9000015258789,24.2000007629395,0,5,0,12,12,97,4,4,3,4,1,4,1,0,0,3,1,4,1,2,0,3,2,3,1,1,5,1,4,2,4,5,5,8,7,8,6,8,3,5,1,3,2,2,2,0,4,5,5,4,4,4,2,1,8,1,1,2,0,0,0,0,2,3,2,2,1,2,2,3,1,2,2,1,3,3,1,1,1,1,1,1,1,0,0,0,0,0,1,4,2,2,0,1,2,2,8,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,2,2,1,4,1,2,0,4,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,1,2,2,1,2,1,1,2,2,1,2,2,2,2,.956993520259857,.941180050373077,.956993520259857
1694,31,1985,2,1,3,1,2,20,1,2,5,0,13,1,0,2,1,2,4,98,0,31,0,22,0,19.6000003814697,0,14.8000001907349,0,5,0,97,12,97,3,1,0,2,1,2,1,0,2,2,5,3,3,2,0,0,0,0,0,1,3,4,2,4,3,4,6,2,1,3,6,6,3,5,1,5,2,5,4,5,0,0,0,0,0,0,1,0,3,2,2,1,3,2,2,2,2,2,2,1,2,3,2,2,1,2,2,1,2,1,0,0,0,0,0,0,0,2,1,2,1,1,0,0,2,2,2,1,2,2,2,2,2,4,4,0,4,3,3,4,3,3,3,2,3,2,2,3,4,7,2,7,7,2,0,1,0,0,0,1,2,1,0,3,0,0,0,0,5,2,2,-1,-1,-1,-1,5,5,3,3,2,0,0,0,0,0,0,0,0,0,999,2,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43549025058746,1.41177010536194,1.43549025058746
